og	go	type	evidence
891562at2759	GO:0006338	P	IEA
891562at2759	GO:0016514	C	IEA
891562at2759	GO:0035060	C	IEA
1089743at2759	GO:0000398	P	IEA
1089743at2759	GO:0003676	F	IEA
1176939at2759	GO:0030165	F	IPI
1176939at2759	GO:0030971	F	IPI
1176939at2759	GO:0031267	F	IPI
1176939at2759	GO:0045296	F	HDA
1176939at2759	GO:0060326	P	IMP
1176939at2759	GO:0090630	P	IDA
1176939at2759	GO:1903078	P	IMP
1351067at2759	GO:0005634	C	ISS
1351067at2759	GO:0005829	C	TAS
1351067at2759	GO:0005885	C	ISS
1351067at2759	GO:0035861	C	ISS
194023at2759	GO:0000151	C	IDA
194023at2759	GO:0005576	C	TAS
194023at2759	GO:0005634	C	HDA
194023at2759	GO:0005654	C	IDA
194023at2759	GO:0005737	C	IDA
194023at2759	GO:0005794	C	IDA
194023at2759	GO:0010265	P	IDA
194023at2759	GO:0016020	C	HDA
194023at2759	GO:0016567	P	IDA
194023at2759	GO:0030154	P	IDA
194023at2759	GO:0031461	C	IDA
194023at2759	GO:0034774	C	TAS
194023at2759	GO:0043086	P	IDA
194023at2759	GO:0045893	P	IEA
194023at2759	GO:0045899	P	IEA
194023at2759	GO:0070062	C	HDA
194023at2759	GO:1904813	C	TAS
364990at2759	GO:0004553	F	IEA
364990at2759	GO:0005975	P	IEA
870903at2759	GO:0001889	P	IEP
870903at2759	GO:0005471	F	ISS
870903at2759	GO:0005741	C	IDA
870903at2759	GO:0005743	C	IDA
870903at2759	GO:0007507	P	IEP
870903at2759	GO:0007568	P	IEP
870903at2759	GO:0008637	P	ISO
870903at2759	GO:0010667	P	IDA
870903at2759	GO:0019899	F	IPI
870903at2759	GO:0061051	P	IDA
870903at2759	GO:0070555	P	IEP
870903at2759	GO:0140021	P	ISS
870903at2759	GO:1902109	P	IDA
870903at2759	GO:1990544	P	ISS
870903at2759	GO:2000277	P	IMP
1379516at2759	GO:0005737	C	ISO
1379516at2759	GO:0005886	C	ISO
1379516at2759	GO:0007605	P	ISO
1379516at2759	GO:0007626	P	ISO
1379516at2759	GO:0042491	P	ISO
488201at2759	GO:0006412	P	RCA
488201at2759	GO:0006696	P	RCA
488201at2759	GO:0015205	F	ISS
488201at2759	GO:0042910	F	IMP
488201at2759	GO:1990961	P	IMP
692945at2759	GO:0003682	F	IEA
692945at2759	GO:0006325	P	IEA
1564517at2759	GO:0055070	P	IMP
1614632at2759	GO:0003677	F	IEA
1614632at2759	GO:0003743	F	IEA
1614632at2759	GO:0003899	F	IEA
1614632at2759	GO:0006351	P	IEA
1614632at2759	GO:0006413	P	IEA
203278at2759	GO:0000049	F	IDA
203278at2759	GO:0005654	C	ISO
203278at2759	GO:0005829	C	ISO
203278at2759	GO:0006611	P	ISO
203278at2759	GO:0031267	F	ISO
363361at2759	GO:0000773	F	IEA
363361at2759	GO:0005783	C	IEA
363361at2759	GO:0005789	C	IEA
363361at2759	GO:0006629	P	IEA
363361at2759	GO:0006656	P	IEA
363361at2759	GO:0008168	F	IEA
363361at2759	GO:0008654	P	IEA
363361at2759	GO:0008757	F	IEA
363361at2759	GO:0031966	C	IEA
363361at2759	GO:0032259	P	IEA
363361at2759	GO:0080101	F	IEA
918089at2759	GO:0005737	C	IEA
918089at2759	GO:0005758	C	IEA
918089at2759	GO:0009055	F	IEA
918089at2759	GO:0016226	P	IEA
918089at2759	GO:0022900	P	IEA
918089at2759	GO:0051536	F	IEA
918089at2759	GO:0051537	F	IEA
918089at2759	GO:0051539	F	IEA
1606436at2759	GO:0000462	P	RCA
1606436at2759	GO:0000463	P	RCA
1606436at2759	GO:0005886	C	IDA
1606436at2759	GO:0006412	P	RCA
764000at2759	GO:0006406	P	IEA
1101882at2759	GO:0006491	P	IMP
1101882at2759	GO:0006517	P	IMP
1627375at2759	GO:0016020	C	IEA
1627375at2759	GO:0016021	C	IEA
704940at2759	GO:0009881	F	IDA
768315at2759	GO:0000122	P	ISO
768315at2759	GO:0001227	F	ISO
768315at2759	GO:0001656	P	IEP
768315at2759	GO:0043565	F	ISO
768315at2759	GO:0072086	P	IEP
768315at2759	GO:0072272	P	IEP
105366at2759	GO:0004672	F	IEA
105366at2759	GO:0006468	P	IEA
1179930at2759	GO:0009507	C	IEA
1578484at2759	GO:1903259	P	IEA
213907at2759	GO:0036128	C	IBA
280917at2759	GO:0005794	C	ISS
280917at2759	GO:0006486	P	ISS
280917at2759	GO:0006886	P	ISS
280917at2759	GO:0006890	P	ISS
280917at2759	GO:0017119	C	ISS
280917at2759	GO:0034067	P	ISS
280917at2759	GO:0050821	P	ISS
570601at2759	GO:0000002	P	IEA
570601at2759	GO:0000262	C	IEA
570601at2759	GO:0003697	F	IEA
570601at2759	GO:0005739	C	IEA
570601at2759	GO:0006281	P	IEA
570601at2759	GO:0042645	C	IEA
1174160at2759	GO:0003676	F	IEA
1174160at2759	GO:0008270	F	IEA
754103at2759	GO:0009044	F	IEA
754103at2759	GO:0045493	P	IEA
1183210at2759	GO:0005737	C	ISS
1183210at2759	GO:0006801	P	IDA
1183210at2759	GO:0010314	F	ISS
1183210at2759	GO:0022617	P	IMP
1183210at2759	GO:0032266	F	ISS
1183210at2759	GO:0042169	F	ISS
1183210at2759	GO:0060612	P	ISS
1183210at2759	GO:0071800	P	ISS
1183210at2759	GO:0072657	P	IDA
1183210at2759	GO:0080025	F	ISS
1219799at2759	GO:0000122	P	IMP
1219799at2759	GO:0008134	F	IPI
1219799at2759	GO:0008340	P	IMP
1219799at2759	GO:0040018	P	IMP
1219799at2759	GO:0043161	P	IMP
1219799at2759	GO:0080135	P	IMP
1276527at2759	GO:0004019	F	ISS
1276527at2759	GO:0005525	F	ISS
1276527at2759	GO:0006164	P	ISS
1276527at2759	GO:0006167	P	ISS
871849at2759	GO:0000166	F	IEA
871849at2759	GO:0003987	F	IEA
871849at2759	GO:0016208	F	IEA
871849at2759	GO:0016874	F	IEA
871849at2759	GO:0019427	P	IEA
37924at2759	GO:0004252	F	IEA
37924at2759	GO:0006508	P	IEA
532187at2759	GO:0003677	F	IEA
532187at2759	GO:0006355	P	IEA
1002357at2759	GO:0006464	P	ISS
156081at2759	GO:0004658	F	IEA
1566576at2759	GO:0051117	F	IPI
364990at2759	GO:0005634	C	ISS
364990at2759	GO:0030674	F	ISO
364990at2759	GO:0032587	C	ISS
364990at2759	GO:0043410	P	ISS
727365at2759	GO:0070567	F	IEA
918816at2759	GO:0001682	P	IEA
918816at2759	GO:0003723	F	IEA
918816at2759	GO:0004518	F	IEA
918816at2759	GO:0004519	F	IEA
918816at2759	GO:0006396	P	IEA
918816at2759	GO:0008033	P	IEA
918816at2759	GO:0030677	C	IEA
918816at2759	GO:0034470	P	IEA
918816at2759	GO:0090305	P	IEA
527862at2759	GO:0003987	F	IEA
1080991at2759	GO:0006696	P	RCA
1080991at2759	GO:0009986	C	IDA
1080991at2759	GO:0030445	C	IDA
1080991at2759	GO:0062040	C	IDA
1225762at2759	GO:0004675	F	IEA
1225762at2759	GO:0007178	P	IEA
1522306at2759	GO:0009272	P	IEA
1522306at2759	GO:0030176	C	IEA
204282at2759	GO:0018580	F	IEA
792708at2759	GO:0003677	F	IEA
792708at2759	GO:0006351	P	IEA
792708at2759	GO:0008270	F	IEA
1007850at2759	GO:0005783	C	IEA
1007850at2759	GO:0005787	C	IEA
1007850at2759	GO:0006465	P	IEA
1154369at2759	GO:0016491	F	IEA
1490297at2759	GO:0005783	C	IDA
1490297at2759	GO:0006896	P	RCA
1490297at2759	GO:0016021	C	IDA
1490297at2759	GO:0031201	C	IBA
1490297at2759	GO:0031505	P	IMP
1490297at2759	GO:0043161	P	RCA
1542938at2759	GO:0000981	F	IEA
1542938at2759	GO:0003677	F	IEA
1542938at2759	GO:0006351	P	IEA
1542938at2759	GO:0006355	P	IEA
1542938at2759	GO:0006357	P	IEA
1542938at2759	GO:0008270	F	IEA
1542938at2759	GO:0046872	F	IEA
737804at2759	GO:0005886	C	IBA
1455487at2759	GO:0005576	C	IDA
1495685at2759	GO:0005739	C	IDA
552726at2759	GO:0005737	C	ISO
552726at2759	GO:0008092	F	ISO
552726at2759	GO:0044877	F	ISO
552726at2759	GO:0070528	P	ISO
552726at2759	GO:2000393	P	ISO
877394at2759	GO:0000724	P	IMP
877394at2759	GO:0046686	P	IEP
877394at2759	GO:0051597	P	IDA
877394at2759	GO:0071425	P	IMP
1024049at2759	GO:0005829	C	HDA
1024049at2759	GO:0005886	C	HDA
1024049at2759	GO:0048316	P	IMP
1024049at2759	GO:0051507	F	IDA
1424146at2759	GO:0005536	F	IDA
1424146at2759	GO:0030145	F	ISS
1524234at2759	GO:0005654	C	TAS
447457at2759	GO:0005515	F	IPI
447457at2759	GO:0005739	C	IEA
447457at2759	GO:0005741	C	IEA
447457at2759	GO:0006626	P	IMP
447457at2759	GO:0030150	P	IMP
727365at2759	GO:0047543	F	IEA
1358801at2759	GO:0009658	P	IEA
1358801at2759	GO:0048229	P	IEA
1263874at2759	GO:0004519	F	IEA
1263874at2759	GO:0006364	P	IEA
1263874at2759	GO:0090305	P	IEA
1263874at2759	GO:0090730	C	IEA
93889at2759	GO:0006511	P	IEA
93889at2759	GO:0031625	F	IEA
93889at2759	GO:0044265	P	IEA
1375062at2759	GO:0000278	P	ISO
1375062at2759	GO:0000281	P	ISO
1375062at2759	GO:0005737	C	IEA
1375062at2759	GO:0005813	C	ISO
1375062at2759	GO:0005819	C	IEA
1375062at2759	GO:0008637	P	IDA
1375062at2759	GO:0019901	F	ISO
1375062at2759	GO:0030496	C	ISO
1375062at2759	GO:0042127	P	IMP
1375062at2759	GO:0045860	P	ISO
918816at2759	GO:0009996	P	IMP
1276527at2759	GO:0003723	F	IEA
1276527at2759	GO:0003743	F	IEA
1276527at2759	GO:0006412	P	IEA
1276527at2759	GO:0006413	P	IEA
1276527at2759	GO:0047429	F	IEA
1352540at2759	GO:0015031	P	IEA
1352540at2759	GO:0015833	P	IEA
1352540at2759	GO:0035672	P	IEA
1352540at2759	GO:0035673	F	IEA
1352540at2759	GO:0055085	P	IEA
1568974at2759	GO:0016020	C	IEA
1568974at2759	GO:0016021	C	IEA
257031at2759	GO:0007186	P	IDA
257031at2759	GO:0007283	P	TAS
257031at2759	GO:0007292	P	TAS
257031at2759	GO:0008406	P	TAS
257031at2759	GO:0008584	P	IEP
257031at2759	GO:0008585	P	TAS
257031at2759	GO:0010738	P	IMP
257031at2759	GO:0014068	P	IMP
257031at2759	GO:0016021	C	TAS
257031at2759	GO:0070374	P	IDA
734341at2759	GO:0005515	F	IPI
734341at2759	GO:0005829	C	IDA
734341at2759	GO:0016607	C	IDA
47111at2759	GO:0000146	F	ISS
47111at2759	GO:0005859	C	ISS
47111at2759	GO:0006936	P	ISS
608695at2759	GO:0006468	P	TAS
608695at2759	GO:0007166	P	TAS
608695at2759	GO:0016604	C	IDA
608695at2759	GO:0030097	P	IDA
608695at2759	GO:0071243	P	IDA
917326at2759	GO:0001522	P	IEA
917326at2759	GO:0003723	F	IEA
917326at2759	GO:0008033	P	IEA
917326at2759	GO:0009451	P	IEA
917326at2759	GO:0009982	F	IEA
917326at2759	GO:0016853	F	IEA
1060606at2759	GO:0004842	F	IEA
1060606at2759	GO:0016567	P	IEA
1612570at2759	GO:0003735	F	NAS
1612570at2759	GO:0005763	C	NAS
1612570at2759	GO:0006412	P	NAS
734341at2759	GO:0016491	F	IEA
734341at2759	GO:0044550	P	IEA
734341at2759	GO:0071949	F	IEA
929897at2759	GO:0055120	C	HDA
1276527at2759	GO:0006163	P	IEA
1276527at2759	GO:0044209	P	IEA
1206249at2759	GO:0005737	C	ISO
1206249at2759	GO:0019441	P	ISO
1206249at2759	GO:0033754	F	ISO
1263401at2759	GO:0000785	C	ISA
1263401at2759	GO:0000978	F	IDA
1263401at2759	GO:0000981	F	ISA
1263401at2759	GO:0001228	F	IDA
1263401at2759	GO:0045944	P	IDA
1263401at2759	GO:1990837	F	IDA
552726at2759	GO:0010812	P	IDA
552726at2759	GO:0015629	C	NAS
552726at2759	GO:0017166	F	IPI
552726at2759	GO:0032956	P	IDA
552726at2759	GO:0080135	P	IDA
552726at2759	GO:1904950	P	IDA
552726at2759	GO:1904951	P	IDA
552726at2759	GO:1990147	F	IDA
1059849at2759	GO:0009926	P	IMP
1059849at2759	GO:0010087	P	IMP
1059849at2759	GO:0016768	F	IDA
1059849at2759	GO:0048759	P	IMP
363361at2759	GO:0016872	F	IEA
614573at2759	GO:0007194	P	IDA
614573at2759	GO:0007204	P	IMP
614573at2759	GO:0007420	P	IEP
614573at2759	GO:0007612	P	IMP
614573at2759	GO:0007613	P	IMP
614573at2759	GO:0014053	P	IMP
614573at2759	GO:0014070	P	IMP
614573at2759	GO:0042755	P	IMP
614573at2759	GO:0042756	P	IMP
614573at2759	GO:0043005	C	IDA
614573at2759	GO:0043176	F	IPI
614573at2759	GO:0043209	C	IDA
614573at2759	GO:0045776	P	IMP
614573at2759	GO:0050679	P	IMP
614573at2759	GO:1901363	F	IPI
1263874at2759	GO:0035774	P	IMP
1323631at2759	GO:0005507	F	ISO
1323631at2759	GO:0005634	C	ISO
1323631at2759	GO:0005737	C	ISO
1323631at2759	GO:0005768	C	ISO
1323631at2759	GO:0005769	C	ISO
1323631at2759	GO:0031398	P	ISO
1323631at2759	GO:0031462	C	ISO
1323631at2759	GO:0031648	P	ISO
1323631at2759	GO:0032088	P	ISO
1323631at2759	GO:0032434	P	ISO
1323631at2759	GO:0034383	P	ISO
1323631at2759	GO:0042632	P	ISO
1323631at2759	GO:0055037	C	ISO
1323631at2759	GO:0097006	P	ISO
1323631at2759	GO:1902072	P	ISO
1323631at2759	GO:1902306	P	ISO
1323631at2759	GO:1904109	P	ISO
1323631at2759	GO:1905751	P	ISO
1323631at2759	GO:2000009	P	ISO
1323631at2759	GO:2000010	P	ISO
357137at2759	GO:0005739	C	IEA
749511at2759	GO:0010862	P	ISO
749511at2759	GO:0035788	P	IMP
749511at2759	GO:0045444	P	IMP
749511at2759	GO:0048018	F	TAS
749511at2759	GO:0072170	P	ISO
749511at2759	GO:1900745	P	IMP
1024049at2759	GO:0004672	F	IEA
1024049at2759	GO:0006468	P	IEA
1455730at2759	GO:0000166	F	IEA
1455730at2759	GO:0004672	F	IEA
1455730at2759	GO:0004674	F	IEA
1455730at2759	GO:0005524	F	IEA
1455730at2759	GO:0006355	P	IEA
1455730at2759	GO:0006468	P	IEA
1455730at2759	GO:0016301	F	IEA
1455730at2759	GO:0016310	P	IEA
1455730at2759	GO:0016740	F	IEA
1455730at2759	GO:0048583	P	IEA
754103at2759	GO:0001510	P	IEA
754103at2759	GO:0008173	F	IEA
1286883at2759	GO:0005829	C	TAS
1434266at2759	GO:0016020	C	IEA
1434266at2759	GO:0016021	C	IEA
54832at2759	GO:0032007	P	IEA
1007850at2759	GO:0005768	C	IBA
1007850at2759	GO:0005829	C	IEA
1007850at2759	GO:0035091	F	IBA
1007850at2759	GO:0042147	P	IBA
1007850at2759	GO:0045053	P	IBA
1215335at2759	GO:0003713	F	ISO
1215335at2759	GO:0019827	P	ISO
1215335at2759	GO:0045893	P	ISO
1215335at2759	GO:0045944	P	ISO
1215335at2759	GO:0060261	P	ISO
1472248at2759	GO:0000122	P	IEA
1472248at2759	GO:0007520	P	IEA
1472248at2759	GO:0007525	P	IEA
1472248at2759	GO:1901739	P	IEA
204282at2759	GO:0004672	F	IMP
204282at2759	GO:0016236	P	IMP
204282at2759	GO:0034497	P	IMP
204282at2759	GO:0042149	P	IDA
204282at2759	GO:0045335	C	IDA
877394at2759	GO:0051026	P	IEA
1512482at2759	GO:0005739	C	IEA
298283at2759	GO:0016746	F	IEA
750855at2759	GO:0004989	F	IDA
850255at2759	GO:0005829	C	HDA
877394at2759	GO:0006696	P	RCA
877394at2759	GO:0030447	P	IMP
877394at2759	GO:0036166	P	IMP
877394at2759	GO:0044182	P	IMP
877394at2759	GO:1900429	P	IMP
1219799at2759	GO:0005737	C	IDA
1219799at2759	GO:0005739	C	IDA
1219799at2759	GO:0005741	C	IDA
1219799at2759	GO:0008021	C	IDA
1219799at2759	GO:0030424	C	IDA
1219799at2759	GO:0043025	C	IDA
1219799at2759	GO:0055120	C	IDA
1578484at2759	GO:0034016	F	IEA
357137at2759	GO:0005515	F	IPI
618077at2759	GO:0003920	F	ISO
618077at2759	GO:0032264	P	ISO
1148554at2759	GO:0016787	F	IEA
194023at2759	GO:0000151	C	ISO
194023at2759	GO:0005654	C	ISO
194023at2759	GO:0005794	C	ISO
194023at2759	GO:0030154	P	ISO
194023at2759	GO:0031461	C	ISO
194023at2759	GO:0043086	P	ISO
194023at2759	GO:0045893	P	ISO
194023at2759	GO:0045899	P	ISO
395194at2759	GO:0032835	P	IMP
1483412at2759	GO:0005615	C	ISM
1483412at2759	GO:0007218	P	IEP
1483412at2759	GO:0007623	P	IEP
1483412at2759	GO:0042745	P	IGI
1483412at2759	GO:0045475	P	IMP
237390at2759	GO:0000325	C	HDA
237390at2759	GO:0005507	F	HDA
237390at2759	GO:0005515	F	IPI
237390at2759	GO:0005777	C	HDA
237390at2759	GO:0005794	C	RCA
237390at2759	GO:0006346	P	IMP
237390at2759	GO:0009570	C	HDA
237390at2759	GO:0010043	P	IEP
237390at2759	GO:0051574	P	IMP
464614at2759	GO:0006629	P	IEA
464614at2759	GO:0016298	F	IEA
464614at2759	GO:0016788	F	IEA
543764at2759	GO:0004499	F	IEA
543764at2759	GO:0016491	F	IEA
543764at2759	GO:0050660	F	IEA
543764at2759	GO:0050661	F	IEA
918089at2759	GO:0005634	C	IEA
918089at2759	GO:0006383	P	IEA
1424146at2759	GO:0000243	C	IEA
1424146at2759	GO:0000387	P	IEA
1424146at2759	GO:0000395	P	IEA
1424146at2759	GO:0000398	P	IEA
1424146at2759	GO:0003676	F	IEA
1424146at2759	GO:0003723	F	IEA
1424146at2759	GO:0003729	F	IEA
1424146at2759	GO:0005685	C	IEA
1424146at2759	GO:0030619	F	IEA
1424146at2759	GO:0071004	C	IEA
194023at2759	GO:0004659	F	IEA
194023at2759	GO:0008318	F	IEA
194023at2759	GO:0018342	P	IEA
1059849at2759	GO:0003676	F	IEA
1059849at2759	GO:0004672	F	IEA
1059849at2759	GO:0005524	F	IEA
1059849at2759	GO:0006468	P	IEA
400911at2759	GO:0008360	P	IEA
400911at2759	GO:0051301	P	IEA
1024049at2759	GO:0003755	F	IEA
1377646at2759	GO:0016021	C	IEA
204282at2759	GO:0001944	P	TAS
204282at2759	GO:0010592	P	ISS
204282at2759	GO:0010629	P	IEA
204282at2759	GO:0014704	C	ISS
204282at2759	GO:0016242	P	NAS
204282at2759	GO:0030036	P	ISS
204282at2759	GO:0030168	P	TAS
204282at2759	GO:0030835	P	ISS
204282at2759	GO:0031295	P	TAS
204282at2759	GO:0032008	P	NAS
204282at2759	GO:0035004	F	ISS
204282at2759	GO:0035994	P	ISS
204282at2759	GO:0038028	P	TAS
204282at2759	GO:0038084	P	IGI
204282at2759	GO:0043276	P	NAS
204282at2759	GO:0043542	P	TAS
204282at2759	GO:0048471	C	ISS
204282at2759	GO:0048661	P	IEA
204282at2759	GO:0050852	P	TAS
204282at2759	GO:0051897	P	IGI
204282at2759	GO:0055119	P	ISS
204282at2759	GO:0060048	P	TAS
204282at2759	GO:0071464	P	ISS
204282at2759	GO:0086003	P	ISS
204282at2759	GO:0110053	P	ISS
204282at2759	GO:2000811	P	IC
1362234at2759	GO:0003993	F	ISS
1362234at2759	GO:0004725	F	ISS
54215at2759	GO:0042558	P	IEA
754103at2759	GO:0005829	C	TAS
754103at2759	GO:0034383	P	TAS
754103at2759	GO:0070062	C	HDA
907115at2759	GO:0007218	P	IBA
907115at2759	GO:0008528	F	IBA
1351297at2759	GO:0005737	C	IEA
1351297at2759	GO:0005856	C	IEA
1385077at2759	GO:0005515	F	IPI
912212at2759	GO:0002476	P	ISO
929897at2759	GO:0042254	P	IEA
960152at2759	GO:0004252	F	IEA
785883at2759	GO:0004348	F	IEA
785883at2759	GO:0006665	P	IEA
904932at2759	GO:0003712	F	IEA
904932at2759	GO:0016592	C	IEA
1411806at2759	GO:0007059	P	IEA
220278at2759	GO:0000502	C	IEA
344271at2759	GO:0005515	F	IPI
344271at2759	GO:0005654	C	TAS
344271at2759	GO:0006275	P	IMP
344271at2759	GO:0006302	P	IMP
344271at2759	GO:0006338	P	IDA
344271at2759	GO:0033044	P	IMP
344271at2759	GO:0045893	P	IMP
344271at2759	GO:0051726	P	IMP
344271at2759	GO:0060382	P	IMP
344271at2759	GO:0070914	P	IMP
1255438at2759	GO:0003677	F	IEA
532187at2759	GO:0016810	F	IEA
692945at2759	GO:0001736	P	IC
692945at2759	GO:0001822	P	IMP
692945at2759	GO:0002093	P	IMP
692945at2759	GO:0005929	C	IC
692945at2759	GO:0007224	P	IMP
692945at2759	GO:0007399	P	IMP
692945at2759	GO:0010762	P	IMP
692945at2759	GO:0021915	P	IC
692945at2759	GO:0042073	P	IC
692945at2759	GO:0042733	P	IMP
692945at2759	GO:0043010	P	IMP
692945at2759	GO:0043587	P	IMP
692945at2759	GO:0044782	P	IMP
692945at2759	GO:0045184	P	IMP
692945at2759	GO:0048568	P	IGI
692945at2759	GO:0051893	P	IMP
692945at2759	GO:0055123	P	IMP
692945at2759	GO:0060021	P	IMP
692945at2759	GO:0060541	P	IMP
692945at2759	GO:0072359	P	IMP
692945at2759	GO:0090521	P	IMP
692945at2759	GO:1900027	P	IMP
692945at2759	GO:1902017	P	IC
692945at2759	GO:2000114	P	IMP
1388419at2759	GO:0005739	C	IDA
1388419at2759	GO:0005777	C	IDA
1388419at2759	GO:0031304	C	IDA
1263401at2759	GO:0003677	F	IDA
1263401at2759	GO:0003700	F	IDA
1263401at2759	GO:0005634	C	ISO
1263401at2759	GO:0006357	P	IGI
1263401at2759	GO:0010454	P	IMP
1263401at2759	GO:0010455	P	IMP
1263401at2759	GO:0022010	P	IMP
1263401at2759	GO:0030154	P	IGI
1263401at2759	GO:0031641	P	IMP
1263401at2759	GO:0045892	P	IDA
1263401at2759	GO:0050885	P	IMP
727365at2759	GO:0050773	P	ISO
939345at2759	GO:0005634	C	ISS
939345at2759	GO:0005737	C	ISS
939345at2759	GO:0016480	P	ISS
1161089at2759	GO:0044297	C	IDA
1276527at2759	GO:0015031	P	IEA
1276527at2759	GO:0030906	C	IEA
1276527at2759	GO:0042147	P	IEA
1276527at2759	GO:0110165	C	IEA
1422450at2759	GO:0000981	F	IEA
1422450at2759	GO:0003677	F	IEA
1422450at2759	GO:0006351	P	IEA
1422450at2759	GO:0006357	P	IEA
1422450at2759	GO:0008270	F	IEA
1602458at2759	GO:0007310	P	IMP
1602458at2759	GO:0007350	P	IMP
1602458at2759	GO:0009952	P	IMP
1602458at2759	GO:0046843	P	IMP
932490at2759	GO:0001522	P	IEA
932490at2759	GO:0006364	P	IEA
932490at2759	GO:0030515	F	IEA
932490at2759	GO:0042254	P	IEA
991378at2759	GO:0005515	F	IPI
991378at2759	GO:0006914	P	IEA
991378at2759	GO:0006952	P	IEA
991378at2759	GO:0015031	P	IEA
991378at2759	GO:0031410	C	IEA
991378at2759	GO:0050832	P	IDA
1224210at2759	GO:0005886	C	ISS
1224210at2759	GO:0005911	C	ISS
1224210at2759	GO:1901741	P	ISS
81320at2759	GO:0016787	F	IEA
1224210at2759	GO:0001772	C	ISO
1224210at2759	GO:0005911	C	IDA
1224210at2759	GO:0009986	C	ISO
1224210at2759	GO:0042802	F	ISO
1224210at2759	GO:0045661	P	IDA
1224210at2759	GO:0098609	P	IDA
1224210at2759	GO:1901741	P	IDA
1393196at2759	GO:0001843	P	IMP
22053at2759	GO:0003676	F	IEA
22053at2759	GO:0008270	F	IEA
22053at2759	GO:0015074	P	IEA
335596at2759	GO:0000724	P	IMP
335596at2759	GO:0007283	P	IMP
335596at2759	GO:0042802	F	IDA
335596at2759	GO:0048477	P	IMP
871849at2759	GO:0006697	P	IBA
913304at2759	GO:0003723	F	IEA
913304at2759	GO:0019843	F	IEA
1024049at2759	GO:0007154	P	IEA
1167047at2759	GO:0005886	C	ISS
434393at2759	GO:0016787	F	IEA
7189at2759	GO:0022857	F	IEA
7189at2759	GO:0055085	P	IEA
1324479at2759	GO:0005513	P	TAS
1324479at2759	GO:0010524	P	IDA
1324479at2759	GO:0010649	P	TAS
1324479at2759	GO:0010880	P	TAS
1324479at2759	GO:0010881	P	TAS
1324479at2759	GO:0014701	C	TAS
1324479at2759	GO:0031585	P	IDA
1324479at2759	GO:0033017	C	TAS
1324479at2759	GO:0033018	C	TAS
1324479at2759	GO:0033198	P	IDA
1324479at2759	GO:0034704	C	TAS
1324479at2759	GO:0044325	F	TAS
1324479at2759	GO:0060314	P	TAS
1324479at2759	GO:0060316	P	TAS
1324479at2759	GO:0070588	P	IDA
1324479at2759	GO:0071277	P	IDA
220278at2759	GO:0016887	F	IEA
727365at2759	GO:0010842	P	IMP
727365at2759	GO:0042462	P	IMP
1455730at2759	GO:0003824	F	IEA
1455730at2759	GO:0004843	F	IEA
1455730at2759	GO:0070647	P	IEA
209324at2759	GO:0005515	F	IPI
37924at2759	GO:0003351	P	ISS
37924at2759	GO:0015630	C	ISS
37924at2759	GO:0031514	C	ISS
37924at2759	GO:0071241	P	ISS
37924at2759	GO:0071890	F	ISS
932490at2759	GO:0016020	C	IEA
932490at2759	GO:0016021	C	IEA
1377646at2759	GO:0070062	C	HDA
253485at2759	GO:0004721	F	IEA
253485at2759	GO:0016311	P	IEA
253485at2759	GO:0016791	F	IEA
776697at2759	GO:0001745	P	IMP
776697at2759	GO:0005769	C	IDA
776697at2759	GO:0005771	C	IDA
776697at2759	GO:0005829	C	HDA
776697at2759	GO:0007274	P	IMP
776697at2759	GO:0007391	P	IMP
776697at2759	GO:0007424	P	IMP
776697at2759	GO:0007448	P	IMP
776697at2759	GO:0007488	P	IMP
776697at2759	GO:0007507	P	TAS
776697at2759	GO:0016477	P	IMP
776697at2759	GO:0022407	P	IMP
776697at2759	GO:0030718	P	IMP
776697at2759	GO:0030721	P	IMP
776697at2759	GO:0035215	P	IMP
776697at2759	GO:0035230	C	IDA
776697at2759	GO:0045202	C	IEA
776697at2759	GO:0045570	P	IMP
776697at2759	GO:0045595	P	IMP
776697at2759	GO:0045705	P	TAS
776697at2759	GO:0045887	P	IMP
776697at2759	GO:0045927	P	IMP
776697at2759	GO:0048100	P	IMP
776697at2759	GO:0060799	P	IMP
776697at2759	GO:0061327	P	IMP
776697at2759	GO:0090254	P	IMP
785883at2759	GO:0005829	C	IBA
785883at2759	GO:0009404	P	IBA
785883at2759	GO:0018872	P	IBA
785883at2759	GO:0030791	F	IBA
785883at2759	GO:0030792	F	IBA
966939at2759	GO:0003988	F	IEA
966939at2759	GO:0016747	F	IEA
1404665at2759	GO:0001890	P	IMP
1404665at2759	GO:0005794	C	IEA
1404665at2759	GO:0008284	P	IMP
1404665at2759	GO:0016567	P	IC
1404665at2759	GO:0042127	P	IMP
1404665at2759	GO:0060711	P	IMP
1404665at2759	GO:0060712	P	IMP
1404665at2759	GO:0090543	C	IEA
1436035at2759	GO:0016192	P	IEA
253485at2759	GO:0003735	F	IEA
253485at2759	GO:0005840	C	IEA
566769at2759	GO:0016310	P	IEA
877394at2759	GO:0001682	P	IEA
877394at2759	GO:0004526	F	IEA
877394at2759	GO:0008033	P	IEA
877394at2759	GO:0030677	C	IEA
877394at2759	GO:0090501	P	IEA
877394at2759	GO:1902555	C	IEA
877394at2759	GO:1990904	C	IEA
918615at2759	GO:0005216	F	IEA
918615at2759	GO:0005244	F	IEA
918615at2759	GO:0005249	F	IBA
918615at2759	GO:0005267	F	IEA
918615at2759	GO:0006811	P	IEA
918615at2759	GO:0006813	P	IEA
